Sl no,Comment,Comment_Tokens
488,put the stories out there joe  its real women its real heartbreak and we add fear on top trump is bragging for killing women real women real stories,"['put', 'stories', 'joe', 'real', 'women', 'real', 'heartbreak', 'add', 'fear', 'top', 'trump', 'bragging', 'killing', 'women', 'real', 'women', 'real', 'stories']"
489,because sometimes you need tissue removed that was not expelled during the miscarriage happened to me if i had not had the dnc after my miscarriage i would have died and i had a baby at home to raise thanks for asking because many dont understand what the changes in law really did they kill women they kill mothers they kill those of us who lost a child but then cant get the care they need to go on  if i had not had that my child would have grown up in foster care instead of becoming a principal at a school for  kids vote for women,"['sometimes', 'need', 'tissue', 'removed', 'expelled', 'miscarriage', 'happened', 'dnc', 'miscarriage', 'would', 'died', 'baby', 'home', 'raise', 'thanks', 'asking', 'many', 'dont', 'understand', 'changes', 'law', 'really', 'kill', 'women', 'kill', 'mothers', 'kill', 'us', 'lost', 'child', 'cant', 'get', 'care', 'need', 'go', 'child', 'would', 'grown', 'foster', 'care', 'instead', 'becoming', 'principal', 'school', 'kids', 'vote', 'women']"
490,artistterry we disagree that a dc should be called an abortioni agree that your dc for your miscarriage was necessitated as your child sadly had died in uteroi am against the definition of abortion as the killing of a live viable healthy human being,"['artistterry', 'disagree', 'dc', 'called', 'abortion', 'agree', 'dc', 'miscarriage', 'necessitated', 'child', 'sadly', 'died', 'utero', 'definition', 'abortion', 'killing', 'live', 'viable', 'healthy', 'human']"
491,no you are in fact wrong  theres a reason why they arent not called babies  mind your own business  you have no right to make ppl like this woman suffer its barbaric and cruel not to mention inhumane  you dont want an abortion no one is forcing you to get one stay tf away from those of us who make a different choice  if you continue to be this way i very much hope you get to watch someone close to suffer bc you couldnt educate yourself and leave ppl alone  you deserve to it,"['fact', 'wrong', 'theres', 'reason', 'arent', 'called', 'babies', 'mind', 'business', 'right', 'make', 'ppl', 'like', 'woman', 'suffer', 'barbaric', 'cruel', 'mention', 'inhumane', 'dont', 'want', 'abortion', 'one', 'forcing', 'get', 'one', 'stay', 'tf', 'away', 'us', 'make', 'different', 'choice', 'continue', 'way', 'much', 'hope', 'get', 'watch', 'someone', 'close', 'suffer', 'bc', 'couldnt', 'educate', 'leave', 'ppl', 'alone', 'deserve']"
492,also according to them she wasnt human because she wasnt born yet,"['also', 'according', 'wasnt', 'human', 'wasnt', 'born', 'yet']"
493,trump didnt do thise,"['trump', 'didnt', 'thise']"
494,stopusa stopisrael freepalestine,"['stopusa', 'stopisrael', 'freepalestine']"
495,love,['love']
496,No Comment,"['No', 'Comment']"
497,No Comment,"['No', 'Comment']"
498,tomjones lol division  i wonder why must i say donald by the way immigration and the border have always been out of control  come on dont act ,"['tomjones', 'lol', 'division', 'wonder', 'must', 'say', 'donald', 'way', 'immigration', 'border', 'always', 'control', 'come', 'dont', 'act']"
499,"trumpy has done nothing but divided this country created hate down plays the virus had people thinking its a hoax like the virus is nothing and many people died under his watch now dont tell me he sent first aid to hospitals and those in need he didnt hellohe threw paper towel to puerto rican people like they were shit during the hurricane he has people not trusting the news dosent denounce white supremacy did i mention racist hes a sexist down talk women he lies lies lies do you not see all the fact checks they do on him what about when he used tax payer monies for melanias secret service cuz she wouldnt stay in the wwhite house have you seen dirty money look at it hes nothing but greedy fraud heowes money up the yingyang trump stole from his own charity and made fun of a handicapped reporter years ago he would have been tarred and feathered just for that i think just about anyone is morally superior to trump he had sex with a porn star cheated on all his wives  and this is just the tip of the iceberg trumps new slogan should be nobody lives forever breath deep over  dead not because of our enemies because of our own presidents incompetence get it right donald only cares about donald  and some people think thats doing a great job lmao the bar for trump is soooooo low the only requirement for trump supporters is he must have  eyes and a nose and that is literally it 
dont forget trumps zero tolerance policy that led to the separation of thousands of families and put  in cagesthe trump administrations actions to systematically separate children is unprecedented and what made that much more horrific is that there was no age limit even babies and toddlers were separated how inhumane is that 
not to mention his taxes but thats another story that will come to light  trump university a scam  had histaj mahal and file bankrupted  he dosent consider puerto ricans america he hates puerto rican says they need to fend for themselves  latinos  mexicans haitians etc he can care  shit about the people hes definitely not for the people were a joke to him  its a","['trumpy', 'done', 'nothing', 'divided', 'country', 'created', 'hate', 'plays', 'virus', 'people', 'thinking', 'hoax', 'like', 'virus', 'nothing', 'many', 'people', 'died', 'watch', 'dont', 'tell', 'sent', 'first', 'aid', 'hospitals', 'need', 'didnt', 'hellohe', 'threw', 'paper', 'towel', 'puerto', 'rican', 'people', 'like', 'shit', 'hurricane', 'people', 'trusting', 'news', 'dosent', 'denounce', 'white', 'supremacy', 'mention', 'racist', 'hes', 'sexist', 'talk', 'women', 'lies', 'lies', 'lies', 'see', 'fact', 'checks', 'used', 'tax', 'payer', 'monies', 'melanias', 'secret', 'service', 'cuz', 'wouldnt', 'stay', 'wwhite', 'house', 'seen', 'dirty', 'money', 'look', 'hes', 'nothing', 'greedy', 'fraud', 'heowes', 'money', 'yingyang', 'trump', 'stole', 'charity', 'made', 'fun', 'handicapped', 'reporter', 'years', 'ago', 'would', 'tarred', 'feathered', 'think', 'anyone', 'morally', 'superior', 'trump', 'sex', 'porn', 'star', 'cheated', 'wives', 'tip', 'iceberg', 'trumps', 'new', 'slogan', 'nobody', 'lives', 'forever', 'breath', 'deep', 'dead', 'enemies', 'presidents', 'incompetence', 'get', 'right', 'donald', 'cares', 'donald', 'people', 'think', 'thats', 'great', 'job', 'lmao', 'bar', 'trump', 'soooooo', 'low', 'requirement', 'trump', 'supporters', 'must', 'eyes', 'nose', 'literally', 'dont', 'forget', 'trumps', 'zero', 'tolerance', 'policy', 'led', 'separation', 'thousands', 'families', 'put', 'cagesthe', 'trump', 'administrations', 'actions', 'systematically', 'separate', 'children', 'unprecedented', 'made', 'much', 'horrific', 'age', 'limit', 'even', 'babies', 'toddlers', 'separated', 'inhumane', 'mention', 'taxes', 'thats', 'another', 'story', 'come', 'light', 'trump', 'university', 'scam', 'histaj', 'mahal', 'file', 'bankrupted', 'dosent', 'consider', 'puerto', 'ricans', 'america', 'hates', 'puerto', 'rican', 'says', 'need', 'fend', 'latinos', 'mexicans', 'haitians', 'etc', 'care', 'shit', 'people', 'hes', 'definitely', 'people', 'joke']"
500,linabebe its all about his rating arent you exhausted with such complete chaos from trumpy that we never had  in a presidency come on wake up people,"['linabebe', 'rating', 'arent', 'exhausted', 'complete', 'chaos', 'trumpy', 'never', 'presidency', 'come', 'wake', 'people']"
501,rew i am wide awake are you,"['rew', 'wide', 'awake']"
502,no comment,['comment']
503,joe is our president vote blue,"['joe', 'president', 'vote', 'blue']"
504,biden ,['biden']
505,no comment,['comment']
506,biden harris  ,"['biden', 'harris']"
507,probably the only city in the state that is voting for biden even that i highly doubt,"['probably', 'city', 'state', 'voting', 'biden', 'even', 'highly', 'doubt']"
508,how you doing in the polls,['polls']
509,trump was peace through strength biden is war through waekness,"['trump', 'peace', 'strength', 'biden', 'war', 'waekness']"
510,awesome ,['awesome']
511, no one is voting for the failed crook chinajoe president trump is the greatest president we have ever had  maga,"['one', 'voting', 'failed', 'crook', 'chinajoe', 'president', 'trump', 'greatest', 'president', 'ever', 'maga']"
512,remind me to never go to stratton if they support you,"['remind', 'never', 'go', 'stratton', 'support']"
513,No Comment,"['No', 'Comment']"
514,i thought this was an ad for the office,"['thought', 'ad', 'office']"
515,born and raised pa,"['born', 'raised', 'pa']"
516,good place good people,"['good', 'place', 'good', 'people']"
517,No Comment,"['No', 'Comment']"
518,oh man people like joe actually forget about scranton when they are so deep in the greed,"['oh', 'man', 'people', 'like', 'joe', 'actually', 'forget', 'scranton', 'deep', 'greed']"
519,ddbeancounter so how do you explain the same problems happening in other countries in the world you cannot blame joe for issues that are global economic problems if you do then you are fooling yourself i suggest educating yourself on global economic forces and realise that your problems are nothing to do with who is president of your little old country but you can bet that voting for trump will bring you zero relief from any of the things you are talking about,"['ddbeancounter', 'explain', 'problems', 'happening', 'countries', 'world', 'blame', 'joe', 'issues', 'global', 'economic', 'problems', 'fooling', 'suggest', 'educating', 'global', 'economic', 'forces', 'realise', 'problems', 'nothing', 'president', 'little', 'old', 'country', 'bet', 'voting', 'trump', 'bring', 'zero', 'relief', 'things', 'talking']"
520, you joe i am voting for you,"['joe', 'voting']"
521,my father is from scranton,"['father', 'scranton']"
522,voting for biden button ,"['voting', 'biden', 'button']"
523,kellyjones i see prayer hands but you must not be a praying christian if youre a democrat its impossible because the commandments and the word tells us so,"['kellyjones', 'see', 'prayer', 'hands', 'must', 'praying', 'christian', 'youre', 'democrat', 'impossible', 'commandments', 'word', 'tells', 'us']"
